@relation final_electricity_dataset-weka.filters.unsupervised.attribute.Remove-R22

@attribute fan numeric
@attribute refrigerator numeric
@attribute airconditioner numeric
@attribute television numeric
@attribute monitor numeric
@attribute monthlyhours numeric
@attribute tariffrate numeric
@attribute forecastwindproduction numeric
@attribute systemloadea numeric
@attribute smpea numeric
@attribute co2intensity numeric
@attribute actualwindproduction numeric
@attribute num_rooms numeric
@attribute num_people numeric
@attribute housearea numeric
@attribute is_ac numeric
@attribute is_tv numeric
@attribute is_flat numeric
@attribute ave_monthly_income numeric
@attribute num_children numeric
@attribute is_urban numeric
@attribute units numeric

@data
5.82,19.96,1.01,8.76,0.99,459.09,8.62,430.91,3923.04,53.98,496.44,458.98,2.1,4.76,811.26,0,0.99,0,23651.23,1,0.95,2895.96
14.05,21.43,2.06,13.51,1.02,513.7,8.17,1103.95,4189.72,53.37,364.47,1175.53,1.93,5.17,793.54,0,0.95,0,24620.64,0.98,0.97,4573.09
13.68,22.08,2.08,12.96,1,521.8,8.23,1327.09,4737.51,51.18,402.57,1299.64,2,4.98,812.93,0,0.96,0,24065.18,1.03,0.97,4787.47
19.66,21.05,2,6.09,1.01,613.39,8.53,456.59,3969.53,57.39,497.46,452.74,2.02,5.07,823.12,0,1.05,0,25546.67,0.96,0.98,5425.53
14.58,22.37,1.97,12.91,0.96,533.66,8.04,983.85,4346.28,57.04,429.8,914.89,2.03,5.12,767.44,0,0.97,0,25670.73,0.99,0.95,4795.19
13.52,21.79,1.99,13.64,1.04,509.98,8.3,853.31,6072.39,58.61,508.46,590.75,2.07,4.82,759.07,0,1.02,0,24556.2,1.03,0.96,4663.06
10.18,18.74,1.93,8.71,1.02,491.05,8.86,436.74,4123.27,55.5,492.44,450.11,2.06,4.89,773.69,0,0.99,0,24331.73,1.03,0.99,4021.94
18.32,22.2,3.09,15.73,0.98,634.35,8.59,450.93,3940.34,52.78,480.55,445.79,2.01,5.21,759.22,0,0.96,0,23990.5,0.99,0.97,6739.76
13.63,22.45,1.99,13.15,1,521.34,8.65,30.38,3010.51,45.38,654.56,38.05,1.95,5.09,801.99,0,1,0,24848.33,0.95,1.04,4722.02
14.02,22.73,1.97,13.28,0.98,511.61,8.72,194.02,2562.05,26.03,627.41,244.56,1.98,5.03,796.15,0,1.03,0,25053.35,0.98,1.03,4455.2
14.27,20.97,1.96,13.42,0.98,521.52,8.61,438.17,4194.93,54.87,463.68,423.74,0.96,3.95,760.07,0,1.03,1,14374.96,2,1.02,4675.4
12.35,22.42,2.94,7.8,1,474.45,8.59,437.59,4100.76,52.61,493.43,449.08,2.07,4.78,803.79,0,0.98,0,24659.2,1.05,1.04,4716.19
13.75,23.05,2.05,13.04,1,533.02,8.71,1246.79,3695.6,45.29,318.24,1158.88,2.09,5.07,793.96,0,0.99,0,24601.29,1,0.98,5003.16
14.29,22.22,2.06,13.59,0.99,529.32,8.45,120.83,3538.59,49.05,599.65,51.88,1.93,4.97,823.83,0,0.99,0,24200.24,0.99,0.98,5231.35
13.27,21.84,0,20.37,1.04,480.78,8.24,461.16,3944.64,55.4,495.74,434.98,1.91,4.81,822.88,0,0.96,0,23891.67,1.02,1.02,3360.29
14,21.28,2.03,12.86,1.04,534.76,8.19,168.91,5024.47,56.69,402.51,147.48,2.01,4.75,791.9,0,1.01,0,25070.86,0.96,1.02,4730.01
13.57,21.28,2.1,13.65,0.97,537.29,8.18,47.98,3136.27,45.04,623.01,6.82,1.95,5.16,769.08,0,0.98,0,23918.35,1.03,0.99,4596.11
13.42,21.98,2.07,13.09,1.01,514.29,8.23,59.11,3690.88,57,541.29,73.53,1.93,5.19,788.14,0,1.05,0,24861.51,0.97,0.98,4296.99
14.12,21.55,2.06,13.59,1.02,502.59,8.68,304.41,4554.05,68.15,464.41,297.17,1.97,5.1,781.06,0,0.96,0,24435.76,0.96,1.01,4857.13
14.59,22.14,1.99,12.53,0.95,494.69,8.77,86.19,3358.2,43.57,589.7,145.31,2,4.77,757.44,0,1,0,24470.78,0.98,0.96,4562.6
14.52,21.2,1.98,12.94,0.96,534,8.26,185.28,2565.67,35.64,570.43,168.94,1.98,4.76,806.88,0,0.99,0,25926.85,1.05,1.01,4460.74
12.1,23.17,0,16.55,0.96,486.12,9.42,431.28,4207.93,53,500.94,457.92,2.09,4.75,798.1,0,1.01,0,25802.37,0.96,0.99,3116.69
20,23.04,0.97,4.88,0.97,514.35,8.95,426.04,4150.11,57.17,493.51,434.88,2.06,5.23,764.55,0,1.01,0,25472.58,0.99,1.01,3638.79
13.65,22.51,1.94,12.82,1.02,493.58,8.33,187.82,4287.51,49.98,570.79,182.72,1.95,5.17,817.38,0,1,0,25261.3,0.98,0.97,4768.29
13.89,21.49,1.93,13.19,1.05,497.39,8.17,732.08,3363.56,66.92,391.69,893.43,2.04,4.87,763.17,0,1.04,0,23651.25,0.98,0.95,4501.95
9.85,22.28,0,6.11,0.95,491.41,7.41,462.72,4039.39,57.54,461.22,460.11,2.09,4.98,775.51,0,0.95,0,24876.27,1.01,1.01,2361.66
14.17,21.01,2.07,12.55,0.97,524.29,8.63,1449.6,3213.01,13.35,313.62,1286.36,1.97,4.91,767,0,1.04,0,24205.8,0.97,1.01,4699.79
14.1,21.39,2.06,13.58,1.01,501.84,8.8,537.03,2820.97,60.03,404.62,641.04,2.01,5.13,758.72,0,1.03,0,24707.75,1.03,1.01,4283.08
14.07,21.35,2.08,13.4,1.01,514.29,8.14,268.16,2406.24,41.09,520.47,304.79,1.92,4.84,806.87,0,1.01,0,24520.22,0.98,1.04,4537.83
6.28,22.09,0,15.89,1,284.89,8.48,457.52,4196.17,57.38,475.44,451.06,2.08,5.11,773.14,0,0.99,0,24230.3,1.01,0.99,1707.83
13.66,22.7,1.99,13.26,0.98,516.42,8.56,495.8,2573.43,51.95,405.79,501.82,2.04,4.91,771.66,0,0.99,0,24427.27,0.96,0.97,5071.25
13.66,22.37,2.06,13.31,0.96,509.17,8.18,328.77,3424.43,68.09,520.18,423.78,1.92,4.9,823.66,0,1.01,0,25516.22,1,1.04,4317.96
10.12,21.89,0.96,7.8,1.01,504.06,7.89,440.2,4140.2,53.98,497.13,453.45,2.1,5.21,822.72,0,0.97,0,24304.87,0.99,0.98,3330.87
13.85,21.58,2.09,13.13,0.96,531.09,8.11,91.67,3138.09,43.41,550.83,152.11,1.95,5.22,818.78,0,1.03,0,25595.45,1.01,1,4681.82
13.87,22.99,2.05,12.7,0.98,536.99,8.37,514.51,5134.12,126.41,476.3,591.79,2.08,4.95,792.38,0,1.01,0,24429.91,0.97,1.05,4767.15
13.82,21.98,1.99,13.32,0.99,502.53,8.52,288.63,5456.11,74.78,488.23,538.87,1.95,5.14,794.57,0,1.02,0,24452.49,1.03,0.99,4518.13
11.1,23.74,0,9.18,1.02,412.67,9.12,430.85,4293.86,56.48,468.84,427.94,2.04,4.86,826.28,0,1.01,0,24984.23,1.05,1.04,2201.73
10.71,20.97,1.05,19.87,0.98,459.58,8.89,455.82,4191.5,55.01,495.22,452.34,2.05,5.15,759.33,0,0.97,0,25551.18,0.99,1,3897.91
10.67,23.4,0,6.08,0.97,494.55,8.07,451.24,4206.58,53.2,458.13,465.16,1.97,5,755.09,0,0.95,0,24231.06,1,1.01,2469.79
20.44,22.85,0.96,5.06,1.05,426.59,7.84,432.21,4229.17,57.03,463.41,423.48,1.93,5.19,771.89,0,0.96,0,25563.78,1.05,0.99,3146.08
14.4,22.09,2.06,13.17,1.02,512.06,8.75,685.57,2643.7,30.67,419.96,593.77,1.99,4.93,765.89,0,0.97,0,25060.88,0.99,1.05,4373.56
5.81,20.01,1.01,12.86,0.99,425.02,8.4,429.79,4218.08,56.44,464.04,454.51,2.08,5.09,793.16,0,0.99,0,24666.14,0.96,1.03,2996.86
13.63,22.96,2.08,12.95,1.04,521.02,8.16,1480.84,3996.48,37.62,278.25,1282.05,1.97,5.21,811.5,0,1.02,0,25797.8,0.98,0.95,4707.29
14.65,21.96,2.01,13.02,0.98,516.87,8.11,18.51,4046.68,49.95,486.55,19.33,1.96,4.93,803.9,0,1.01,0,24396.74,0.99,0.95,4550.86
23.7,21.94,1.01,17.17,0.98,536.91,7.52,452.78,4271.3,54.15,465.52,464.46,2.02,4.99,822.4,0,1.04,0,24832.56,0.96,1,4883.45
14.97,23.07,0,7.02,1.02,442.7,8.66,423.65,4013.01,55.82,499.44,445.87,2.02,5.12,766.29,0,0.98,0,25690.24,0.96,1.04,2365.69
21.88,22.96,1.01,6.8,1.03,425.02,8.79,445.34,4294.37,55.69,468.38,424.95,2.07,5.08,763.78,0,1.05,0,24712.07,1.04,0.97,3321.25
14.42,22.92,0.95,5,0.96,385.94,7.92,429.36,3999.42,53.02,462.5,447.55,1.99,5.15,790.6,0,0.99,0,24146.86,1.02,1.05,2378.45
20.56,22.28,0,20.41,0.96,579.78,8.9,454.35,4248.39,57.52,465.63,452.64,2,4.91,797.7,0,1.04,0,24926.48,1.04,0.97,4388.57
9.21,20.35,2.88,6.79,1.05,583.56,8.04,461.38,4173.68,54.55,474.15,430.04,2,4.77,779.93,0,1.05,0,25177.31,0.95,1.02,5237.55
14.68,21.77,0,12.39,0.98,531.96,8.64,420.32,4267.1,54.38,480.38,423.14,2.06,5.13,805.35,0,1,0,23898.35,0.98,1.04,3252.71
13.83,21.56,2.07,12.85,1.02,537.77,8.45,129.69,3070.64,41.64,724.92,78.69,2.01,4.92,816.78,0,0.97,0,24869.18,0.97,1.04,5144.96
14.53,22.15,2.04,13.3,1.02,527.81,8.1,63.32,3536.89,60.6,454.77,45.05,1.91,4.76,806.57,0,0.99,0,24268.32,1.03,0.97,4844.86
19.86,22.9,2.03,9.74,0.96,443.19,7.34,451.38,4105.82,54.26,483.47,454.02,2.04,4.82,825.79,0,0.96,0,25456.88,1,1.03,4044.14
14.2,21.59,1.97,13.14,0.99,505.87,8.63,282.44,2950.22,37.78,561.49,377.65,1.95,4.97,795.25,0,0.99,0,24288.73,1.02,0.98,4670.35
10.92,22.73,0,16.76,11.46,517.85,8.44,456.69,4011.31,55.42,488.59,442.7,1.94,4.76,810.64,0,1.03,0,23737.54,1.03,1.05,4011.08
14.56,22.74,2.03,12.64,1.04,507.77,8.64,71.95,4444.49,85.7,464.19,30.57,1.91,5.19,791.88,0,0.99,0,25555.38,1.02,1.03,4450.73
13.84,22.76,1.93,12.83,1.02,520.53,8.22,342.06,3543.02,51.78,534.4,267.29,1.95,4.92,775.76,0,0.96,0,24383.53,0.97,0.98,4931.81
12.74,22.51,0.99,10.74,12.27,578.63,9.46,446.38,3924.84,52.82,496.52,440.51,2.09,5.16,820.85,0,1.03,0,24747.09,1.03,0.97,4996.47
14.51,21.35,2,12.77,1.02,501.86,7.98,229.97,5129,63.39,511.71,236.79,1.93,5.21,761.38,0,1.03,0,25300.46,1.04,0.99,4511.52
14.6,21.26,2.08,12.45,0.96,515.94,8.09,1327.25,3016.26,39.71,366.21,880.22,2.09,4.8,775.14,0,1.04,0,23632.06,0.98,1.04,4688.57
13.38,22.42,1.92,13.39,0.95,509.88,8.48,628.87,2483.17,56.64,495.37,442.03,1.95,5.06,819.85,0,1.04,0,25180.48,0.99,1.03,4841.51
13.87,22.82,2.07,12.82,1,504.67,8.35,222.75,5735.43,279.54,419.84,301.67,2.09,4.78,777.96,0,0.99,0,25744.61,1.04,0.96,4281.96
11.56,22,2.01,8.65,0.97,535.25,7.57,446.58,4244.36,53.71,470.49,458.06,1.92,4.83,773.81,0,1.01,0,25777.55,1,1,4359.59
13.94,22.65,1.92,13.47,1,509.19,8.38,194.11,4835.62,101.84,548.29,159.1,2.09,5.14,769.06,0,0.96,0,25913.41,0.96,0.97,4536.79
13.39,22.54,1.91,13.26,0.97,506.62,8.39,481.53,4356.15,56.5,335.92,640.35,2.01,5.03,774.22,0,1.02,0,25113.95,0.98,0.98,4479.13
14.23,21.92,2.03,12.95,0.98,507.34,8.73,224.7,4669.58,77.31,444.61,199.96,2.05,5.14,801.04,0,0.99,0,25726.11,0.97,1.01,4680.83
20.94,22.13,0,18.15,0.99,602.17,8.56,428.84,4110.26,55.05,462.63,442.36,1.96,5.1,806.48,0,1.03,0,25074.66,0.99,1,4246.67
8.25,19.43,0.96,6.93,0.97,280.03,7.49,438.62,4196.42,57.56,477.78,464.18,2.01,4.85,827.67,0,1.02,0,25692.77,0.95,1,1571.11
13.53,21.97,2.08,13.51,1.02,500.02,8.23,1421.42,4991.15,58.23,429.57,1231.27,1.94,5,820.75,0,0.97,0,25312.31,1.01,0.97,4839.66
13.34,22.92,2.06,13.4,1.03,507.82,8.5,699.71,4862.73,64.3,410.78,633.48,2.01,4.8,782.12,0,0.97,0,23723.86,1,1.01,4445.53
9.98,19.09,0.96,3.02,0.98,345.59,7.42,441.89,4108.93,55.39,464.65,453.77,1.95,4.91,776.69,0,0.95,0,23549.22,1.03,1.03,1767.32
14.55,21.57,1.92,13.16,0.96,535.54,8.76,407.39,5246.28,74.05,527.04,675.62,1.98,5.06,786.26,0,0.97,0,24000.88,1,1.01,4510.78
23.41,22.57,2.01,19.16,1.01,713.8,8.53,452.16,4002.6,53.29,496.22,442.12,2.08,5.23,753.83,0,0.99,0,25742.2,1,0.96,7316.69
13.53,22.36,1.96,12.42,1,527.16,8.66,431.66,3838.25,44.87,344.55,547.16,1.96,4.81,790.68,0,0.96,0,24881.03,1.03,1,4903.49
14.23,21.28,2.04,12.44,0.98,514.31,8.03,839.76,5595.41,73,528.11,742.34,2.09,4.92,787.77,0,0.98,0,25553.78,1.03,0.95,4335.15
23.12,23.09,2.01,4.84,0.97,519.21,8.25,459.82,4200.23,53.25,467.05,430.73,2.04,4.78,820.68,0,1.02,0,24774.36,1.04,1.02,4587.83
11.32,22.21,0,13.72,1.04,531.82,8.81,460.27,4087.79,57.31,498.16,430.91,2.04,4.76,806.91,0,1,0,25656.8,1,0.98,3253.53
20.05,22.23,1.02,4.82,11.8,638.56,9.07,461.73,3977.86,56.13,484.85,446.78,1.96,5.21,794.48,0,0.96,0,23579.29,0.98,1,5006.86
11.98,21.12,0,14.39,1.03,448.64,8.12,434.66,4042.62,54.41,484.03,455.25,1.95,4.88,814.01,0,1.03,0,24639.82,1.05,0.97,2812.61
13.83,21.1,2.09,13.12,1,518.37,8.45,423.07,3657.01,56.61,500.01,364.34,1.92,5.17,823.57,0,1.03,0,24766.42,1.01,0.99,4352.28
13.9,20.93,2,13.34,1.01,503.04,8.79,986.81,4083.34,61.62,395.73,790.59,1.9,4.84,800.93,0,1.02,0,25268.7,1,0.97,4217.08
13.6,20.92,1.99,13.52,1.04,492.87,8.32,921.48,3208.82,39.25,401.24,863.8,1.9,4.88,824.9,0,1.02,0,25356.19,1,1.01,4124.65
14.08,22.28,1.97,12.35,1.04,531.72,8.04,141.98,3046.69,63.34,462.76,231.93,1.93,5.15,802.34,0,0.97,0,25519.12,1.04,1.02,4881.28
17.28,23.9,2.1,16.11,1.04,606.81,8.15,442.06,4180.71,53.3,456.31,463.83,1.98,4.78,812.85,0,1,0,24657.55,1.03,1.05,6393.19
5.1,23.99,1,19.76,1.01,525.82,7.75,459.92,4045.82,54.3,502.35,464.5,2.01,4.87,828.81,0,1.01,0,25558.84,1.01,1.01,4456.33
9.76,18.71,0,18.28,0.97,531.85,7.51,448.68,4051.03,57.91,459.03,452.64,1.99,4.81,825.25,0,1.01,0,25428.76,1.01,0.98,3202.6
7.24,19.97,3.13,11.25,6.81,452.51,7.42,429.5,4108.9,53.99,472.32,435.63,1.94,5.04,802.62,0,0.98,0,24819.27,0.96,1.01,4853.88
21.21,21.51,2.89,10.1,0.97,528.39,7.42,445.57,4170.51,56.63,491.96,449.93,2.09,4.96,760.92,0,1,0,24550.24,0.98,0.97,5381.72
18.56,21.79,0.96,21.88,1.03,675.43,8.84,458.74,4196.42,56.87,466.7,441.54,2.01,5.21,775.41,0,0.97,0,24256.84,0.98,0.97,6371.5
5.11,16.31,1.03,17.62,0.95,326.28,9.47,451.81,4119.12,52.91,460.5,430.26,1.91,4.9,775.3,0,0.97,0,24258.6,0.98,0.95,2106.06
14.62,22.92,2.08,13.23,1.04,510.76,8.63,1418.97,4545.01,44.96,379.22,1308.42,2.06,5.03,823.51,0,1.04,0,25202.98,1,1.02,4704.64
15.26,21.58,1.96,8.9,11.92,601.77,7.95,444.93,4167.94,54.04,473.43,424.85,1.99,4.78,817.39,0,1.01,0,24671.24,1,0.96,5331.71
13.48,21.45,2.01,12.35,1.01,492.92,8.17,312.41,4528.01,91.83,455.83,319.1,2.04,5.2,813.36,0,1.03,0,25744.64,1.02,0.97,4527.7
14.22,23.17,0,22.69,1,505.14,9.08,429.36,4077.32,56.25,470.78,458.19,2.07,4.92,792.22,0,1,0,25723.42,0.99,1.01,3473.85
9.85,20.59,3.1,12.36,1.04,495.54,8.3,420.1,4178.83,57.8,491.39,427.05,2.07,4.8,777.87,0,1.01,0,24324.54,0.98,1.05,5080.7
9.43,19.79,0,17.81,1.03,523.14,7.44,460.99,4075.36,53.39,482.87,439.59,2.05,4.88,763.98,0,1.02,0,24095.81,1.02,0.99,2974.8
9.28,18.08,0,21.37,0.99,556.71,8.3,433.13,4260.13,54.63,457.6,458.18,2.09,5.15,820.05,0,0.99,0,25664.89,1.04,1.05,3574.04
20.71,21.1,0.99,10.11,1,432.14,7.72,448.44,4218.87,57.38,461.5,437.93,2.04,4.95,825.49,0,1.04,0,25491.27,0.96,1.03,3225.06
20.96,21.95,0.95,7.9,1.05,499.25,8.76,429.61,4116.88,53.33,478.39,458.81,1.91,5.16,788.57,0,1.03,0,25723.47,0.99,0.99,3494.27
8.06,19.09,3.13,17.87,6.81,680.59,8.63,453.12,3978.35,55.69,503.62,428.03,2.09,5.19,750.97,0,1,0,25943.25,1.04,0.96,7074.73
17.61,22.42,0,6.27,1.04,413.47,9.12,455.69,4064.26,57.54,469.64,461.18,2.05,4.99,796.72,0,0.96,0,25969.1,0.97,0.97,2264.35
11.01,22.29,2.85,10.07,1,521.93,7.51,432.24,4118.39,57.25,481.65,461.14,2.04,4.94,768.74,0,0.97,0,24455.93,0.95,1.05,5457.08
13.11,23.18,0.95,6.83,12.21,656.45,8.42,432.05,4123.9,57.52,475.54,448.07,2,5.24,820.05,0,0.98,0,24049.34,1.01,0.98,5135.99
14.13,22.6,2.05,13.21,0.98,539.48,8.38,237.15,4786.94,93.59,556.37,415.37,1.95,4.76,761.53,0,1.03,0,24886.34,0.98,0.95,5119.46
14.23,22.59,1.98,12.96,0.96,506.08,8.67,432.73,3753.14,53.16,568.99,530.22,1.97,4.98,827.89,0,1.01,0,25015.28,0.99,0.99,4915.72
20.23,21.01,1.03,3.1,1.04,577.55,8.59,420.66,4271.7,57.37,485,440.33,1.94,5.22,756.74,0,0.98,0,25090.66,1.02,0.96,3849.16
15.71,23.92,2.94,20.76,1.02,709.38,8.96,430.55,3940.98,53.13,486.83,462.48,2.07,5.09,802.48,0,1.03,0,24124.72,1.03,1.02,8530.74
7.31,19.06,2.08,8.01,6.71,375.68,7.57,446.04,4078.13,54.68,461.69,423.55,2.03,5.09,794.64,0,1.03,0,23777.67,1.02,1.04,3235.54
11.46,23.38,2,16.55,1.03,701.26,8.32,459.82,4137.69,54.95,483.43,444.79,2.04,5.1,784.54,0,1.03,0,24591.88,0.99,1.02,6881.81
5.24,17.11,0,6.7,0.98,130.75,9.03,451.94,3951.94,54.48,462.71,440.7,2.06,5.1,754.11,0,0.95,0,25210.09,0.97,0.95,491.98
14.01,22.31,2,13.24,1.04,493.13,8.36,88.39,3590.55,94.12,438.3,63.38,2.04,5,828.96,0,1.02,0,25099.43,0.99,0.95,4433.96
22.68,23.97,2.09,15.37,12.28,685.42,8.74,451.31,3974.56,54.23,499.27,447.33,1.99,5.1,765.06,0,1,0,24953.46,1.01,0.97,8129.78
10.43,18.98,1.93,18.21,1,368.19,9.19,438.11,4269.59,57.12,493.55,451.78,2.08,5.13,782.17,0,1.01,0,24222.68,0.97,0.99,3437.69
10.06,19.54,3.14,11.39,1.01,396.64,9.01,459.06,4085.79,55.2,483.3,436.8,2.04,5.08,771.39,0,1.02,0,23733.65,0.95,0.99,4130.12
13.42,22.07,1.98,12.99,0.96,532.76,8.37,33.65,2596.92,41.55,599.68,43.89,1.97,5.07,797.64,0,0.96,0,25428.76,1.01,1.01,5081.95
14.35,22.44,1.92,13.14,1.02,533.46,8.41,462.62,3962.41,57.29,497.17,438.01,1,6.19,707.66,0,1.05,0.97,31476.51,2.01,0,5075.5
5.25,17.25,2.07,19.84,1.03,381.73,8.6,447.65,3908.46,53.58,458.57,438.2,1.94,5.22,801.88,0,0.97,0,24663.66,1.05,0.97,3302.87
6.91,20.73,2.86,20.37,0.98,572.41,7.92,433.43,4060.75,53.84,472.8,450.32,1.99,5.05,769.68,0,0.96,0,24162.54,1.05,0.95,6444.45
6.16,18.05,0,3.11,0.99,341.35,8.97,454.18,4275.37,53.03,503.37,438.3,1.91,4.86,807.14,0,0.97,0,25794.89,1.03,0.96,1213.03
13.46,21.02,2.09,22.8,1,687.46,8.98,456.8,4224.05,56.87,471.24,432.38,1.95,4.97,787.56,0,0.98,0,25195.05,0.99,0.98,6485.29
14.32,23.04,1.98,12.76,1.01,530.01,8.19,15.38,4842.38,58.59,543.24,34.49,1.93,4.92,791.6,0,0.97,0,25074.77,0.98,1.03,4762.28
10.41,19.54,2.95,3.12,7.29,375.07,9.11,451.45,4194.53,54.25,477.09,445.06,1.94,4.88,828.04,0,0.97,0,24400.88,0.98,1.01,3329.11
13.5,21.09,2.03,12.39,0.98,536.09,8.71,1312.78,5614.33,74.65,419.34,1485.21,1.95,5.1,788.91,0,1.03,0,25775.03,0.99,0.97,4422.55
14.16,21.16,1.9,13.21,0.96,516.46,8.48,211.39,6007.17,78.15,475.99,143.31,1.95,5.04,758.24,0,1.03,0,25505.46,1.01,1.02,4700.12
14.41,22.68,2.03,12.77,0.99,523.76,8.3,446.2,4104.99,52.85,473,454.75,1.05,6.26,851.48,0,1.03,0,16413.02,0,0,5145.72
13.58,22.66,2.09,13.12,0.98,500.91,8.58,458.74,3048.56,47.27,490.36,642.05,1.94,5.24,814.4,0,1.02,0,25470.41,1.04,0.96,4333.23
16.31,21.61,0,4.93,11.43,617.89,9.09,430.27,4246.79,57.03,483.54,466.98,2.01,4.9,817.68,0,0.99,0,23855.5,0.99,1.04,4004.04
14.22,21.4,2.01,12.97,0.99,508.37,8.14,1050.14,4328.4,64.58,405.24,929.9,1.96,4.9,792.45,0,0.96,0,24030.8,1.04,1.02,4720.31
13.31,22.47,2.03,13.03,1,520.92,8.3,1399.18,4571.78,48.64,320.65,1162.69,1.99,4.83,808.11,0,0.99,0,25670.13,0.97,1.02,5077.46
14.54,21.45,2.05,12.67,1.03,506.24,8.49,655.97,4320.47,77.63,418,521.06,1.95,5.14,797.21,0,0.96,0,24409.41,1,0.98,4390.07
13.68,21.35,2.03,13.48,0.99,521.25,8.64,85.91,4869.26,75.99,540,164.46,2,4.88,762.36,0,0.99,0,24650.69,1.03,0.98,4659.51
7.72,20.04,0.99,9.16,6.76,559.87,8.2,442.6,3950.91,52.69,476.84,447.37,1.94,5.12,783.31,0,0.97,0,24520.22,0.98,1.01,4062.05
15.17,21.62,0,12.25,12.34,632.09,7.96,449.43,4213.27,56.48,491.8,460.57,1.98,4.96,778.25,0,0.96,0,24592.68,0.99,0.98,4487.09
13.78,22.64,2.02,12.84,1.04,490.52,8.53,117.8,3727.35,53.22,485.01,116.64,1.99,5.2,827.67,0,1.04,0,24825.33,1.04,1.03,4741.86
14.39,22.78,2.01,12.39,1.01,498.55,8.52,806.16,4486.43,96.85,436.69,628.5,2.08,4.99,802.84,0,1.04,0,25905.37,1.02,1.02,4406.2
13.66,23.49,3.03,14.44,0.98,476.28,8.76,434.53,4163.71,56.6,478.4,432.23,2.09,5.17,787.77,0,1.05,0,23730.84,1.05,0.98,5303.31
15.31,22.57,2.1,13.8,11.56,637.57,9.29,434.44,3947.86,54.1,503.69,453.14,2.04,4.93,797.42,0,1,0,25587.22,1.03,1.02,7126.81
14.01,23.32,0.99,19.37,12.32,754.41,9.61,446.39,4242.28,57.7,503.31,433.22,2.08,4.88,819.96,0,0.96,0,24436.21,1.04,0.97,7730.38
13.85,22.27,1.91,13.18,0.97,540.51,8.39,274.87,3536.77,38.79,579.18,236.57,2.03,5.16,753.46,0,0.99,0,23831.32,0.96,1.04,4632.01
13.9,21.54,1.95,12.37,1.04,506.38,8.38,337.04,4515.22,47.08,507.62,128.96,1.99,5.13,804.23,0,1.04,0,24228.41,1.01,1,4773.61
21.88,22.47,2.02,9.32,0.96,498.01,8.38,422.91,4245.68,53.7,456.39,462.16,1.93,5.11,808.53,0,1.04,0,25362.65,1,0.99,4894.22
5.12,17.28,0.96,5.77,1.03,302.45,8.14,432.77,4126.12,54.89,463.97,453.01,1.94,5.03,752.11,0,1.02,0,23801.75,1.03,1.02,1488.75
14.38,21.34,1.91,12.82,1.01,523.9,8.69,82.62,3288.23,50.16,644.02,113.85,1.96,4.93,812.96,0,1.03,0,25016.69,0.95,0.96,4949.04
13.87,22.56,1.96,12.73,0.98,517.27,8.15,211.55,3718.33,53.24,568.37,248.3,1.98,5.09,812.84,0,1.04,0,25503.55,0.96,0.97,4947.6
21.84,21.55,1.95,21.4,1.03,691.88,7.81,426.87,4092.34,57.25,495.41,429.07,1.96,5.2,753.39,0,0.97,0,24148.02,0.97,1.03,6760.26
6.72,21.53,1.99,15.26,1.01,426.97,8.16,423.66,4176.57,54.23,464.51,457,2.01,4.79,812.63,0,1.02,0,25877.79,1.02,1.01,3542.13
13.96,22.65,1.97,12.83,1.04,536.88,8.34,415.59,2824.99,81.93,432.41,407.11,2.05,4.78,752.58,0,1.02,0,23967.78,0.95,0.96,4478.45
6.99,23.98,0,5.03,1.05,444.48,8.18,422.94,4042.9,52.93,482.77,449.56,1.98,5.1,819.66,0,0.98,0,24070.43,1.01,1,2007.34
12.92,23.44,2.86,7.75,1,427.3,7.53,428.83,4288.85,55.62,490.24,454.87,1.96,4.9,774.96,0,0.95,0,25683.98,0.99,1,4155.91
12.54,22.21,2.04,18.08,11.68,727.94,8.62,451.05,3914.95,52.89,484.73,466.62,2.08,4.87,824.41,0,0.97,0,24828.25,1.01,1.05,8324.07
21.84,23.37,3.14,18.49,0.97,643.29,8.33,439.36,4156.34,55.54,494.66,441.99,1.93,4.94,771.34,0,0.98,0,25803.83,1.03,1.03,7706.02
21.62,23.68,2.02,9.02,1,619.15,9.55,423.71,4043.58,55.14,466.53,439.7,1.95,5.07,780.42,0,1.04,0,25280.54,1.03,1.02,5357.26
14.29,21.59,2.08,12.91,0.95,529.09,8.67,144.44,5271.3,68.65,527.64,96.26,1.92,4.76,821.38,0,1.04,0,24443.94,1.01,0.99,4494.5
19.42,23.05,2.92,22.75,1.01,762.98,8.16,440.35,4229.08,54.81,477.43,443.38,2.03,4.95,803.97,0,1,0,23747.06,0.98,1,9553.33
4.79,22.11,1.01,11.16,0.99,354.23,8.3,420.62,4084.78,52.74,456.9,463.62,2.03,4.93,772.88,0,0.98,0,25307.27,0.95,1.02,2369.69
15.11,24.01,2.88,9.79,1,601.31,8.23,430.17,4283.23,53.62,483.11,428.17,2.01,4.89,825.99,0,1.03,0,25202.25,0.98,1.01,6403.86
14.1,22.84,2,12.46,1.02,502.95,8.32,438.06,3871.65,57.54,484.94,642.91,2.04,4.96,827.32,0,0.95,0,23549.12,0.96,0.97,4473.79
14.4,23.89,3.02,15.6,0.97,520.39,9.47,434.94,4069.52,54.64,462.37,464.01,2.01,5.09,753.97,0,1.02,0,25579.43,1,1.04,5449.13
